wkt_geom,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,n_mines,avg_dist,rms_dist
Point (28.45736900000002834 -13.25492899999994734),ZM201800000437,ZM,2018,437,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.254929,28.457369,1173,1223,WGS84,13,449.3209159641304,518.8313423436484
Point (32.59623000000004822 -13.75498899999996638),ZM201800000438,ZM,2018,438,ZM,3,Eastern,3,Eastern,GPS,R,-13.754989,32.59623,1102,1066,WGS84,0,611.7385609879977,639.5503817084407
Point (28.27385200000003351 -15.46517999999997528),ZM201800000439,ZM,2018,439,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.46518,28.273852,1285,1278,WGS84,5,475.07313976864026,511.7877854967373
Point (28.30728500000003578 -15.41198799999995117),ZM201800000440,ZM,2018,440,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.411988,28.307285,9999,1290,WGS84,5,473.62167713260123,510.13934696766887
Point (23.21274500000004082 -13.31436699999994744),ZM201800000441,ZM,2018,441,ZM,8,North Western,8,North Western,GPS,R,-13.314367,23.212745,1076,1069,WGS84,0,750.2626921589231,803.9846845654702
Point (28.93465200000002824 -11.00737399999997024),ZM201800000442,ZM,2018,442,ZM,4,Luapula,4,Luapula,GPS,R,-11.007374,28.934652,1286,1317,WGS84,3,549.2936906242036,632.570617253539
Point (32.63303100000007362 -13.7062729999999533),ZM201800000443,ZM,2018,443,ZM,3,Eastern,3,Eastern,GPS,U,-13.706273,32.633031,1045,1070,WGS84,0,614.9452135810703,642.7822175806263
Point (28.23168300000003228 -15.42180599999994683),ZM201800000444,ZM,2018,444,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.421806,28.231683,1274,1271,WGS84,5,474.81218380285003,511.49078995144646
Point (31.15068200000007437 -8.83913599999993949),ZM201800000445,ZM,2018,445,ZM,7,Northern,7,Northern,GPS,R,-8.839136,31.150682,9999,1061,WGS84,0,786.6764853655458,839.7612954261159
Point (22.42738600000006954 -15.8109789999999748),ZM201800000446,ZM,2018,446,ZM,10,Western,10,Western,GPS,R,-15.810979,22.427386,1033,1035,WGS84,0,839.5378167631632,868.4106156340737
Point (32.75367400000004636 -9.32444599999996626),ZM201800000447,ZM,2018,447,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.324446,32.753674,1624,1627,WGS84,0,827.034871491633,868.1658952049983
Point (30.91217200000005505 -10.12631899999996676),ZM201800000448,ZM,2018,448,ZM,7,Northern,7,Northern,GPS,R,-10.126319,30.912172,1355,1341,WGS84,0,678.2531465919903,729.6480502763719
Point (32.87124100000005456 -13.44460199999997485),ZM201800000449,ZM,2018,449,ZM,3,Eastern,3,Eastern,GPS,R,-13.444602,32.871241,1108,1112,WGS84,0,635.554950535376,663.8385918752879
Point (28.28224500000004582 -15.60355099999998174),ZM201800000450,ZM,2018,450,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.603551,28.282245,9999,1184,WGS84,8,477.8497426112722,514.9837198023948
Point (28.72564400000004525 -11.74282899999997198),ZM201800000451,ZM,2018,451,ZM,4,Luapula,4,Luapula,GPS,R,-11.742829,28.725644,1342,1340,WGS84,0,500.5539322872174,585.8314681697673
Point (32.52247400000004518 -13.85657699999995884),ZM201800000452,ZM,2018,452,ZM,3,Eastern,3,Eastern,GPS,R,-13.856577,32.522474,1097,1100,WGS84,0,605.3808250353969,633.1861550237579
Point (30.45368045659595424 -8.42882882080503038),ZM201800000453,ZM,2018,453,ZM,7,Northern,7,Northern,GPS,R,-8.428828821,30.45368046,782,787,WGS84,0,796.323321584386,856.9818013523719
Point (28.34168200000004845 -15.36226599999997688),ZM201800000454,ZM,2018,454,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.362266,28.341682,1224,1223,WGS84,5,472.28492953914593,508.63574694637134
Point (31.89423300000004247 -9.21834399999994503),ZM201800000455,ZM,2018,455,ZM,7,Northern,7,Northern,GPS,R,-9.218344,31.894233,9999,1398,WGS84,0,789.8925714883172,835.9783018465912
Point (28.43250800000004119 -13.15515399999998181),ZM201800000456,ZM,2018,456,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.155154,28.432508,158,1236,WGS84,30,449.24728079151913,522.2635601511528
Point (28.31771000000003369 -15.44257799999996905),ZM201800000457,ZM,2018,457,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.442578,28.31771,1289,1283,WGS84,5,474.0843043700113,510.6509079667759
Point (31.82102000000003272 -10.93295999999998003),ZM201800000458,ZM,2018,458,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.93296,31.82102,1343,1431,WGS84,0,671.4645446071908,710.0395509447139
Point (29.66655700000006846 -8.47237999999993008),ZM201800000459,ZM,2018,459,ZM,7,Northern,7,Northern,GPS,R,-8.47238,29.666557,957,960,WGS84,0,770.6678771764743,840.8374445623201
Point (29.62203800000003184 -11.74407699999994747),ZM201800000460,ZM,2018,460,ZM,4,Luapula,4,Luapula,GPS,R,-11.744077,29.622038,1178,1176,WGS84,0,526.8117108874053,589.9207068983851
Point (28.65088100000002669 -12.98137399999995978),ZM201800000461,ZM,2018,461,ZM,2,Copperbelt,2,Copperbelt,GAZ,U,-12.981374,28.650881,987,1291,WGS84,17,453.1980190414616,526.3484980727322
Point (28.30365600000004633 -15.39130999999997584),ZM201800000462,ZM,2018,462,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.39131,28.303656,1261,1260,WGS84,5,473.2729933759024,509.75827031135697
Point (24.65354400000006763 -17.23624199999994744),ZM201800000463,ZM,2018,463,ZM,10,Western,10,Western,GPS,R,-17.236242,24.653544,934,979,WGS84,0,707.2264802045927,738.9404984311162
Point (28.21420500000004949 -12.59863299999994979),ZM201800000464,ZM,2018,464,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.598633,28.214205,1262,1269,WGS84,46,455.57766838772415,546.5816299359487
Point (23.19129600000002256 -13.48180999999993901),ZM201800000465,ZM,2018,465,ZM,8,North Western,8,North Western,GPS,R,-13.48181,23.191296,1076,1087,WGS84,0,751.2279206568651,802.656134233255
Point (23.58068300000007866 -14.9975669999999468),ZM201800000466,ZM,2018,466,ZM,10,Western,10,Western,GPS,R,-14.997567,23.580683,1053,1065,WGS84,0,726.2051512699929,761.8993959457579
Point (23.25402500000006967 -14.35765099999997574),ZM201800000467,ZM,2018,467,ZM,10,Western,10,Western,GPS,U,-14.357651,23.254025,1054,1052,WGS84,0,746.8503622376112,788.073808156436
Point (25.88020200000005389 -17.83248199999997041),ZM201800000468,ZM,2018,468,ZM,9,Southern,9,Southern,GPS,U,-17.832482,25.880202,939,934,WGS84,0,654.395081942189,697.8266380105655
Point (28.73742000000004282 -9.33296799999993709),ZM201800000470,ZM,2018,470,ZM,4,Luapula,4,Luapula,GPS,U,-9.332968,28.73742,945,948,WGS84,0,677.2845271560759,762.5008119575101
Point (22.88633300000003601 -15.14592999999996437),ZM201800000471,ZM,2018,471,ZM,10,Western,10,Western,GPS,R,-15.14593,22.886333,1022,1017,WGS84,0,787.3463810304152,820.7779265605054
Point (26.4076710000000503 -12.16867899999994052),ZM201800000472,ZM,2018,472,ZM,8,North Western,8,North Western,GPS,U,-12.168679,26.407671,1360,1357,WGS84,5,523.6609134252834,624.9055258421695
Point (24.17512300000004188 -14.56053699999995388),ZM201800000473,ZM,2018,473,ZM,10,Western,10,Western,GPS,R,-14.560537,24.175123,616,1082,WGS84,0,672.2196358022686,713.3803168040157
Point (32.89766000000003032 -12.47535599999997658),ZM201800000474,ZM,2018,474,ZM,3,Eastern,3,Eastern,GPS,R,-12.475356,32.89766,163,1034,WGS84,2,664.8132143307653,693.9634529146512
Point (24.21222500000004629 -13.60421699999994871),ZM201800000475,ZM,2018,475,ZM,8,North Western,8,North Western,GPS,U,-13.604217,24.212225,1099,1106,WGS84,0,664.1479753099388,718.8333688379246
Point (28.9353560000000698 -14.69692299999996976),ZM201800000476,ZM,2018,476,ZM,1,Central,1,Central,GPS,R,-14.696923,28.935356,1103,1099,WGS84,0,460.8184825813115,496.4718148717579
Point (28.19778100000007726 -12.80330599999996366),ZM201800000477,ZM,2018,477,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.803306,28.197781,706,1248,WGS84,46,450.6407006032992,538.2720474826972
Point (27.06096400000006952 -15.01032199999997374),ZM201800000478,ZM,2018,478,ZM,1,Central,1,Central,GPS,U,-15.010322,27.060964,909,1154,WGS84,0,499.44976370177335,538.2323576190875
Point (30.17586000000005697 -13.29717699999997649),ZM201800000479,ZM,2018,479,ZM,1,Central,1,Central,GPS,R,-13.297177,30.17586,1043,1361,WGS84,0,495.627090624256,531.9144195764785
Point (31.45747400000004745 -11.60763899999994919),ZM201800000480,ZM,2018,480,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.607639,31.457474,1392,1401,WGS84,0,616.2537366021819,653.0292705321893
Point (27.03350900000003776 -12.30376799999993409),ZM201800000481,ZM,2018,481,ZM,8,North Western,8,North Western,GPS,R,-12.303768,27.033509,1380,1372,WGS84,0,491.3792655393737,591.8645646708278
Point (30.44211300000006304 -12.21070499999996173),ZM201800000482,ZM,2018,482,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.210705,30.442113,671,1175,WGS84,0,539.3562320942777,582.5848773968331
Point (32.7482850000000667 -9.31488599999994449),ZM201800000483,ZM,2018,483,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.314886,32.748285,1631,1632,WGS84,0,827.4185099249144,868.5995320481684
Point (28.78815900000006422 -15.50099199999993971),ZM201800000484,ZM,2018,484,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.500992,28.788159,1066,1031,WGS84,0,472.2530471428583,507.86489541457547
Point (25.69169300000004341 -13.39448399999997719),ZM201800000485,ZM,2018,485,ZM,8,North Western,8,North Western,GPS,R,-13.394484,25.691693,1290,1293,WGS84,0,554.4627726869419,620.5290590765173
Point (29.64454200000005812 -11.11676499999992984),ZM201800000486,ZM,2018,486,ZM,4,Luapula,4,Luapula,GPS,R,-11.116765,29.644542,1180,1176,WGS84,0,562.8670750313978,629.7286169056559
Point (24.82310600000005252 -11.72069699999997283),ZM201800000487,ZM,2018,487,ZM,8,North Western,8,North Western,GPS,R,-11.720697,24.823106,1494,1482,WGS84,0,642.5724881630654,736.7596276279922
Point (32.64932600000003049 -13.64592599999997447),ZM201800000488,ZM,2018,488,ZM,3,Eastern,3,Eastern,GPS,U,-13.645926,32.649326,1171,1153,WGS84,0,617.1234079607977,644.898282470773
Point (28.4262880000000564 -14.46644699999995964),ZM201800000489,ZM,2018,489,ZM,1,Central,1,Central,GPS,U,-14.466447,28.426288,1182,1186,WGS84,2,457.5735444452746,499.2767186166696
Point (23.67410200000006171 -13.86886599999996861),ZM201800000490,ZM,2018,490,ZM,8,North Western,8,North Western,GPS,R,-13.868866,23.674102,1077,1082,WGS84,0,708.9089185860764,757.3692746766859
Point (28.77048700000005965 -11.49961099999995895),ZM201800000491,ZM,2018,491,ZM,4,Luapula,4,Luapula,GPS,R,-11.499611,28.770487,1369,1357,WGS84,1,515.0278553957417,600.4402956394307
Point (31.71130800000003092 -9.75780399999996462),ZM201800000492,ZM,2018,492,ZM,7,Northern,7,Northern,GPS,R,-9.757804,31.711308,1262,1231,WGS84,0,741.3222528924341,786.7643900425122
Point (31.04606200000006311 -9.99082699999996748),ZM201800000493,ZM,2018,493,ZM,7,Northern,7,Northern,GPS,R,-9.990827,31.046062,1363,1336,WGS84,0,693.6985591159192,744.2040501703077
Point (26.51060600000005252 -16.32795899999996436),ZM201800000494,ZM,2018,494,ZM,9,Southern,9,Southern,GPS,R,-16.327959,26.510606,1132,1171,WGS84,0,559.0529618076681,594.5668816206761
Point (28.63019600000006903 -13.02319699999998193),ZM201800000495,ZM,2018,495,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.023197,28.630196,1278,1278,WGS84,21,452.34872658550256,524.9764949691296
Point (27.75804700000003322 -15.84541999999993322),ZM201800000496,ZM,2018,496,ZM,9,Southern,9,Southern,GPS,U,-15.84542,27.758047,810,1029,WGS84,5,495.0185413080179,532.341079123656
Point (28.24580700000007027 -15.43193299999995816),ZM201800000497,ZM,2018,497,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.431933,28.245807,1274,1276,WGS84,5,474.80747361534407,511.48541260289943
Point (28.6712060000000406 -12.94831699999997454),ZM201800000498,ZM,2018,498,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.948317,28.671206,1270,1271,WGS84,13,454.0641300358228,527.4422493995496
Point (23.00529400000004898 -14.61588499999993473),ZM201800000499,ZM,2018,499,ZM,10,Western,10,Western,GPS,R,-14.615885,23.005294,1028,1031,WGS84,0,770.4954422504585,808.5368754493935
Point (32.64078700000004574 -10.16409799999996721),ZM201800000500,ZM,2018,500,ZM,6,Muchinga,6,Muchinga,GPS,U,-10.164098,32.640787,9999,1324,WGS84,0,763.787038612021,802.3495709736432
Point (28.71590200000002824 -9.97737399999994068),ZM201800000501,ZM,2018,501,ZM,4,Luapula,4,Luapula,GPS,R,-9.977374,28.715902,956,953,WGS84,0,622.5039038628785,709.7455475933109
Point (29.04344900000006646 -9.0384059999999522),ZM201800000502,ZM,2018,502,ZM,4,Luapula,4,Luapula,GAZ,R,-9.038406,29.043449,9999,945,WGS84,0,707.6036731683895,787.4043785439144
Point (28.6590420000000563 -10.48997699999995348),ZM201800000503,ZM,2018,503,ZM,4,Luapula,4,Luapula,GPS,R,-10.489977,28.659042,956,947,WGS84,0,581.1934886696977,670.4779278801032
Point (25.83326500000003989 -17.8472969999999691),ZM201800000504,ZM,2018,504,ZM,9,Southern,9,Southern,GPS,U,-17.847297,25.833265,929,938,WGS84,0,657.9100097877102,701.040409595356
Point (29.64964400000002342 -8.46119099999992841),ZM201800000505,ZM,2018,505,ZM,7,Northern,7,Northern,GPS,U,-8.461191,29.649644,950,949,WGS84,2,771.2960080337214,841.665016897097
Point (27.81793600000003153 -15.76451899999995021),ZM201800000506,ZM,2018,506,ZM,9,Southern,9,Southern,GPS,U,-15.764519,27.817936,985,983,WGS84,6,491.254374153508,528.460418505682
Point (31.6511040000000321 -11.70583899999996902),ZM201800000507,ZM,2018,507,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.705839,31.651104,1135,1292,WGS84,0,621.9379059118327,656.7240181682777
Point (28.68261600000005274 -13.9758059999999773),ZM201800000508,ZM,2018,508,ZM,1,Central,1,Central,GPS,U,-13.975806,28.682616,1270,1270,WGS84,1,453.1361681651445,500.82047109417914
Point (28.36694800000003625 -15.30861899999996467),ZM201800000509,ZM,2018,509,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.308619,28.366948,1193,1168,WGS84,3,471.0276114643347,507.2585116586123
Point (27.16200300000002699 -16.33842499999997244),ZM201800000510,ZM,2018,510,ZM,9,Southern,9,Southern,GPS,R,-16.338425,27.162003,1064,1066,WGS84,0,529.9949086178975,567.9200487759174
Point (31.43952400000006264 -9.26145199999996294),ZM201800000511,ZM,2018,511,ZM,7,Northern,7,Northern,GPS,R,-9.261452,31.439524,1678,1690,WGS84,0,765.3645058744357,814.8064512541443
Point (23.09588000000002239 -13.51332299999995712),ZM201800000512,ZM,2018,512,ZM,8,North Western,8,North Western,GPS,R,-13.513323,23.09588,1046,1057,WGS84,0,759.5292083084473,810.0957002536992
Point (27.88325500000007651 -12.84806699999995772),ZM201800000513,ZM,2018,513,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.848067,27.883255,888,1270,WGS84,39,454.1630435153032,542.6252651607851
Point (28.42337200000002895 -13.05606099999994285),ZM201800000514,ZM,2018,514,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.056061,28.423372,1259,1250,WGS84,32,449.5491773873787,525.7148270486548
Point (25.16762800000003608 -16.78294199999993452),ZM201800000515,ZM,2018,515,ZM,10,Western,10,Western,GPS,R,-16.782942,25.167628,561,981,WGS84,0,654.1804774671615,686.581361775939
Point (23.18136200000003555 -15.3680899999999383),ZM201800000516,ZM,2018,516,ZM,10,Western,10,Western,GPS,R,-15.36809,23.181362,805,1031,WGS84,0,765.8041005979757,798.1231405300897
Point (28.28760700000003681 -15.45873799999998255),ZM201800000517,ZM,2018,517,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.458738,28.287607,1286,1281,WGS84,5,474.76857668395445,511.43991311117514
Point (32.39339400000005753 -12.08980399999995825),ZM201800000518,ZM,2018,518,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.089804,32.393394,486,602,WGS84,0,647.8495186516801,677.9615796542658
Point (28.24214900000004036 -15.37483599999995931),ZM201800000519,ZM,2018,519,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.374836,28.242149,1245,1261,WGS84,5,473.76523279151064,510.3471445139693
Point (32.28605900000007978 -9.97868599999992512),ZM201800000520,ZM,2018,520,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.978686,32.286059,1260,1283,WGS84,0,755.8999199891753,796.7895001642682
Point (28.40563700000006975 -14.44235999999995101),ZM201800000521,ZM,2018,521,ZM,1,Central,1,Central,GPS,U,-14.44236,28.405637,1192,1196,WGS84,2,457.4125537670177,499.57690932312465
Point (29.42152500000003101 -9.96575399999994715),ZM201800000522,ZM,2018,522,ZM,4,Luapula,4,Luapula,GPS,R,-9.965754,29.421525,1236,1235,WGS84,0,637.6799321782094,712.1552558574556
Point (32.63519200000007459 -13.62072499999993624),ZM201800000523,ZM,2018,523,ZM,3,Eastern,3,Eastern,GPS,U,-13.620725,32.635192,899,1126,WGS84,0,616.7246647110518,644.4040152856758
Point (29.41822500000006357 -13.86281199999996261),ZM201800000524,ZM,2018,524,ZM,1,Central,1,Central,GPS,R,-13.862812,29.418225,1297,1314,WGS84,2,464.26662471305303,504.41673301131107
Point (31.39494100000007393 -14.03018599999995786),ZM201800000525,ZM,2018,525,ZM,3,Eastern,3,Eastern,GPS,R,-14.030186,31.394941,899,901,WGS84,0,539.3026134538545,565.0488495917506
Point (23.13686300000006213 -15.27058199999993349),ZM201800000526,ZM,2018,526,ZM,10,Western,10,Western,GPS,U,-15.270582,23.136863,1028,1037,WGS84,0,767.8507354407776,800.7678517615459
Point (33.15899400000006381 -13.97831899999994221),ZM201800000527,ZM,2018,527,ZM,3,Eastern,3,Eastern,GPS,R,-13.978319,33.158994,959,1036,WGS84,0,644.683148075849,675.7358111405304
Point (27.70786900000007336 -14.79972999999995409),ZM201800000528,ZM,2018,528,ZM,1,Central,1,Central,GPS,R,-14.79973,27.707869,894,1132,WGS84,0,474.03529221698597,514.3518176751178
Point (31.77035800000004429 -10.72399299999995037),ZM201800000529,ZM,2018,529,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.723993,31.770358,1063,1345,WGS84,0,680.9619110777905,721.0983735346816
Point (32.68204400000007581 -13.54572099999995771),ZM201800000530,ZM,2018,530,ZM,3,Eastern,3,Eastern,GPS,R,-13.545721,32.682044,160,1095,WGS84,0,621.2087663422208,648.9409275395249
Point (28.45524300000005269 -14.44231799999994337),ZM201800000531,ZM,2018,531,ZM,1,Central,1,Central,GPS,U,-14.442318,28.455243,924,1203,WGS84,2,457.1531182685222,498.9912213174845
Point (28.14420400000005884 -16.17789599999997563),ZM201800000532,ZM,2018,532,ZM,9,Southern,9,Southern,GPS,R,-16.177896,28.144204,1309,1344,WGS84,4,495.1336700884455,535.4633342683569
Point (32.76159489954818582 -9.32817193956628898),ZM201800000533,ZM,2018,533,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.32817194,32.7615949,9999,1683,WGS84,0,827.2124833555671,868.299684288884
Point (24.07984700000002931 -16.28844399999996995),ZM201800000534,ZM,2018,534,ZM,10,Western,10,Western,GPS,R,-16.288444,24.079847,1018,1027,WGS84,0,715.6402954275537,745.0800378536704
Point (27.38868700000006129 -15.38506499999994048),ZM201800000535,ZM,2018,535,ZM,1,Central,1,Central,GPS,R,-15.385065,27.388687,1008,1010,WGS84,0,495.24684215976936,531.7745739904228
Point (25.84703600000005963 -12.31189599999993334),ZM201800000536,ZM,2018,536,ZM,8,North Western,8,North Western,GPS,R,-12.311896,25.847036,1387,1378,WGS84,1,554.0315036644976,647.4512303539325
Point (28.09312400000004573 -15.34204399999993029),ZM201800000537,ZM,2018,537,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.342044,28.093124,1188,1193,WGS84,5,475.5240496937824,512.2899117777812
Point (27.25930500000004031 -12.94665999999995165),ZM201800000538,ZM,2018,538,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.94666,27.259305,963,1231,WGS84,0,472.58434654405806,557.0935470864248
Point (26.50721700000002556 -16.64647499999995262),ZM201800000539,ZM,2018,539,ZM,9,Southern,9,Southern,GPS,R,-16.646475,26.507217,885,1254,WGS84,0,570.0905609014974,607.4084803330595
Point (28.34868700000004083 -15.39249299999994491),ZM201800000540,ZM,2018,540,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.392493,28.348687,1269,1268,WGS84,5,472.7742174842129,509.15810907377215
Point (28.37006700000006276 -15.41608099999996284),ZM201800000541,ZM,2018,541,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.416081,28.370067,1263,1265,WGS84,4,472.993168719835,509.37378190163025
Point (32.9469550000000595 -11.15045299999997042),ZM201800000542,ZM,2018,542,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.150453,32.946955,660,677,WGS84,0,725.7804609358957,759.152135663495
Point (28.29957000000007383 -15.76991799999996147),ZM201800000543,ZM,2018,543,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.769918,28.29957,9999,1086,WGS84,7,481.47737921332896,519.3031166989664
Point (30.03949500000004491 -12.87639199999995299),ZM201800000544,ZM,2018,544,ZM,1,Central,1,Central,GPS,R,-12.876392,30.039495,884,1259,WGS84,0,499.6253568180484,542.5216139662144
Point (32.60890500000004977 -9.42195399999997107),ZM201800000545,ZM,2018,545,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.421954,32.608905,9999,1394,WGS84,0,812.0138614895782,853.4754945550087
