wkt_geom,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,n_mines,avg_dist,close_dist
Point (32.65460600000005797 -13.66112299999997504),ZM201800000410,ZM,2018,410,ZM,3,Eastern,3,Eastern,GPS,U,-13.661123,32.654606,1136,1133,WGS84,0,617.1633194,118.1333
Point (23.5861910000000421 -15.63333499999993137),ZM201800000411,ZM,2018,411,ZM,10,Western,10,Western,GPS,R,-15.633335,23.586191,1031,1032,WGS84,0,737.5502043,418.6812764
Point (29.15259100000002945 -11.26839099999995142),ZM201800000412,ZM,2018,412,ZM,4,Luapula,4,Luapula,GPS,R,-11.268391,29.152591,1146,1227,WGS84,2,538.2153823,36.81153651
Point (29.31821300000007113 -9.69546699999995099),ZM201800000413,ZM,2018,413,ZM,4,Luapula,4,Luapula,GPS,R,-9.695467,29.318213,1249,1248,WGS84,0,656.8769447,128.2435861
Point (27.54740300000003117 -16.43085099999996146),ZM201800000414,ZM,2018,414,ZM,9,Southern,9,Southern,GPS,R,-16.430851,27.547403,1158,1161,WGS84,0,518.9874891,82.33581114
Point (24.78520700000007082 -14.79156599999993205),ZM201800000415,ZM,2018,415,ZM,10,Western,10,Western,GPS,U,-14.791566,24.785207,1130,1135,WGS84,0,628.6274488,287.4143082
Point (27.22287700000003952 -16.70323099999995975),ZM201800000416,ZM,2018,416,ZM,9,Southern,9,Southern,GPS,R,-16.703231,27.222877,859,1212,WGS84,0,539.9936857,51.98686543
Point (28.21823700000004465 -16.52810399999992796),ZM201800000417,ZM,2018,417,ZM,9,Southern,9,Southern,GPS,R,-16.528104,28.218237,496,528,WGS84,0,504.5111805,67.69343579
Point (23.27889500000003409 -16.10369199999996681),ZM201800000418,ZM,2018,418,ZM,10,Western,10,Western,GPS,U,-16.103692,23.278895,1009,1007,WGS84,0,774.1550649,418.2212599
Point (27.26324000000005299 -15.95397799999994959),ZM201800000419,ZM,2018,419,ZM,9,Southern,9,Southern,GPS,R,-15.953978,27.26324,798,994,WGS84,0,514.3704339,86.18062056
Point (33.60199400000004744 -10.53399399999995012),ZM201800000420,ZM,2018,420,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.533994,33.601994,1486,1518,WGS84,0,801.6338515,54.78696527
Point (24.8138730000000578 -14.83355399999993551),ZM201800000421,ZM,2018,421,ZM,10,Western,10,Western,GPS,U,-14.833554,24.813873,1188,1186,WGS84,0,627.180324,291.4212268
Point (33.18669000000005553 -11.77707699999996294),ZM201800000422,ZM,2018,422,ZM,3,Eastern,3,Eastern,GPS,R,-11.777077,33.18669,691,1137,WGS84,0,711.6316822,58.60517087
Point (27.45427400000005491 -16.28073499999993601),ZM201800000423,ZM,2018,423,ZM,9,Southern,9,Southern,GPS,U,-16.280735,27.454274,1100,1105,WGS84,0,517.2922776,82.29738106
Point (28.4696680000000697 -9.30262399999998024),ZM201800000424,ZM,2018,424,ZM,4,Luapula,4,Luapula,GPS,R,-9.302624,28.469668,936,941,WGS84,0,677.2570565,50.57801248
Point (31.21681200000006129 -10.29010799999997516),ZM201800000425,ZM,2018,425,ZM,7,Northern,7,Northern,GPS,R,-10.290108,31.216812,908,1313,WGS84,0,680.7951018,244.9053986
Point (31.89398900000003323 -13.85156399999993937),ZM201800000426,ZM,2018,426,ZM,3,Eastern,3,Eastern,GPS,R,-13.851564,31.893989,585,780,WGS84,0,568.4198721,180.6711484
Point (27.84684500000003027 -12.56407399999994823),ZM201800000427,ZM,2018,427,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.564074,27.846845,159,1354,WGS84,38,459.3237379,3.448853443
Point (24.44462500000003047 -13.45430599999997412),ZM201800000428,ZM,2018,428,ZM,8,North Western,8,North Western,GPS,R,-13.454306,24.444625,9999,1153,WGS84,0,645.6829445,162.3501597
Point (27.41463800000002493 -12.81384199999996554),ZM201800000429,ZM,2018,429,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.813842,27.414638,1030,1256,WGS84,0,467.986987,51.41650642
Point (26.41004500000002508 -11.9784909999999627),ZM201800000430,ZM,2018,430,ZM,8,North Western,8,North Western,GPS,R,-11.978491,26.410045,1484,1479,WGS84,5,528.6147392,12.2209905
Point (29.59774000000004435 -11.84309799999994084),ZM201800000431,ZM,2018,431,ZM,4,Luapula,4,Luapula,GPS,R,-11.843098,29.59774,919,1171,WGS84,0,521.0381487,113.2931064
Point (25.71642900000006193 -12.04812399999997297),ZM201800000432,ZM,2018,432,ZM,8,North Western,8,North Western,GPS,R,-12.048124,25.716429,556,1302,WGS84,1,568.3914637,23.09066469
Point (26.99611500000003161 -16.51792799999992667),ZM201800000433,ZM,2018,433,ZM,9,Southern,9,Southern,GPS,R,-16.517928,26.996115,1184,1189,WGS84,0,542.7982698,80.57730303
Point (29.0775660000000471 -9.68619999999992842),ZM201800000434,ZM,2018,434,ZM,4,Luapula,4,Luapula,GPS,R,-9.6862,29.077566,1331,1335,WGS84,0,652.5633118,125.0070563
Point (26.88640700000007655 -16.93749799999994821),ZM201800000435,ZM,2018,435,ZM,9,Southern,9,Southern,GPS,R,-16.937498,26.886407,1282,1291,WGS84,0,562.7857985,55.58225607
Point (28.38956000000007407 -15.44401399999998148),ZM201800000436,ZM,2018,436,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.444014,28.38956,9999,1291,WGS84,4,473.3312985,17.07999527
Point (28.45736900000002834 -13.25492899999994734),ZM201800000437,ZM,2018,437,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.254929,28.457369,1173,1223,WGS84,13,449.320916,25.14801864
Point (32.59623000000004822 -13.75498899999996638),ZM201800000438,ZM,2018,438,ZM,3,Eastern,3,Eastern,GPS,R,-13.754989,32.59623,1102,1066,WGS84,0,611.738561,130.137991
Point (28.27385200000003351 -15.46517999999997528),ZM201800000439,ZM,2018,439,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.46518,28.273852,1285,1278,WGS84,5,475.0731398,9.043931521
Point (28.30728500000003578 -15.41198799999995117),ZM201800000440,ZM,2018,440,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.411988,28.307285,9999,1290,WGS84,5,473.6216771,15.4565293
Point (23.21274500000004082 -13.31436699999994744),ZM201800000441,ZM,2018,441,ZM,8,North Western,8,North Western,GPS,R,-13.314367,23.212745,1076,1069,WGS84,0,750.2626922,255.1690688
Point (28.93465200000002824 -11.00737399999997024),ZM201800000442,ZM,2018,442,ZM,4,Luapula,4,Luapula,GPS,R,-11.007374,28.934652,1286,1317,WGS84,3,549.2936906,18.45097912
Point (32.63303100000007362 -13.7062729999999533),ZM201800000443,ZM,2018,443,ZM,3,Eastern,3,Eastern,GPS,U,-13.706273,32.633031,1045,1070,WGS84,0,614.9452136,123.6537652
Point (28.23168300000003228 -15.42180599999994683),ZM201800000444,ZM,2018,444,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.421806,28.231683,1274,1271,WGS84,5,474.8121838,13.29466199
Point (31.15068200000007437 -8.83913599999993949),ZM201800000445,ZM,2018,445,ZM,7,Northern,7,Northern,GPS,R,-8.839136,31.150682,9999,1061,WGS84,0,786.6764854,205.0166315
Point (22.42738600000006954 -15.8109789999999748),ZM201800000446,ZM,2018,446,ZM,10,Western,10,Western,GPS,R,-15.810979,22.427386,1033,1035,WGS84,0,839.5378168,502.359198
Point (32.75367400000004636 -9.32444599999996626),ZM201800000447,ZM,2018,447,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.324446,32.753674,1624,1627,WGS84,0,827.0348715,68.51250528
Point (30.91217200000005505 -10.12631899999996676),ZM201800000448,ZM,2018,448,ZM,7,Northern,7,Northern,GPS,R,-10.126319,30.912172,1355,1341,WGS84,0,678.2531466,218.4702416
Point (32.87124100000005456 -13.44460199999997485),ZM201800000449,ZM,2018,449,ZM,3,Eastern,3,Eastern,GPS,R,-13.444602,32.871241,1108,1112,WGS84,0,635.5549505,88.44753247
Point (28.28224500000004582 -15.60355099999998174),ZM201800000450,ZM,2018,450,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.603551,28.282245,9999,1184,WGS84,8,477.8497426,6.468962208
Point (28.72564400000004525 -11.74282899999997198),ZM201800000451,ZM,2018,451,ZM,4,Luapula,4,Luapula,GPS,R,-11.742829,28.725644,1342,1340,WGS84,0,500.5539323,67.36740753
Point (32.52247400000004518 -13.85657699999995884),ZM201800000452,ZM,2018,452,ZM,3,Eastern,3,Eastern,GPS,R,-13.856577,32.522474,1097,1100,WGS84,0,605.380825,143.604333
Point (30.45368045659595424 -8.42882882080503038),ZM201800000453,ZM,2018,453,ZM,7,Northern,7,Northern,GPS,R,-8.428828821,30.45368046,782,787,WGS84,0,796.3233216,135.0086465
Point (28.34168200000004845 -15.36226599999997688),ZM201800000454,ZM,2018,454,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.362266,28.341682,1224,1223,WGS84,5,472.2849295,21.84765301
Point (31.89423300000004247 -9.21834399999994503),ZM201800000455,ZM,2018,455,ZM,7,Northern,7,Northern,GPS,R,-9.218344,31.894233,9999,1398,WGS84,0,789.8925715,150.3504318
Point (28.43250800000004119 -13.15515399999998181),ZM201800000456,ZM,2018,456,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.155154,28.432508,158,1236,WGS84,30,449.2472808,15.04000809
Point (28.31771000000003369 -15.44257799999996905),ZM201800000457,ZM,2018,457,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.442578,28.31771,1289,1283,WGS84,5,474.0843044,12.59744966
Point (31.82102000000003272 -10.93295999999998003),ZM201800000458,ZM,2018,458,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.93296,31.82102,1343,1431,WGS84,0,671.4645446,227.5933116
Point (29.66655700000006846 -8.47237999999993008),ZM201800000459,ZM,2018,459,ZM,7,Northern,7,Northern,GPS,R,-8.47238,29.666557,957,960,WGS84,0,770.6678772,51.25269539
Point (29.62203800000003184 -11.74407699999994747),ZM201800000460,ZM,2018,460,ZM,4,Luapula,4,Luapula,GPS,R,-11.744077,29.622038,1178,1176,WGS84,0,526.8117109,108.166052
Point (28.65088100000002669 -12.98137399999995978),ZM201800000461,ZM,2018,461,ZM,2,Copperbelt,2,Copperbelt,GAZ,U,-12.981374,28.650881,987,1291,WGS84,17,453.198019,4.120266093
Point (28.30365600000004633 -15.39130999999997584),ZM201800000462,ZM,2018,462,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.39131,28.303656,1261,1260,WGS84,5,473.2729934,17.60952795
Point (24.65354400000006763 -17.23624199999994744),ZM201800000463,ZM,2018,463,ZM,10,Western,10,Western,GPS,R,-17.236242,24.653544,934,979,WGS84,0,707.2264802,225.8090142
Point (28.21420500000004949 -12.59863299999994979),ZM201800000464,ZM,2018,464,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.598633,28.214205,1262,1269,WGS84,46,455.5776684,6.282364149
Point (23.19129600000002256 -13.48180999999993901),ZM201800000465,ZM,2018,465,ZM,8,North Western,8,North Western,GPS,R,-13.48181,23.191296,1076,1087,WGS84,0,751.2279207,266.2037213
Point (23.58068300000007866 -14.9975669999999468),ZM201800000466,ZM,2018,466,ZM,10,Western,10,Western,GPS,R,-14.997567,23.580683,1053,1065,WGS84,0,726.2051513,357.0618004
Point (23.25402500000006967 -14.35765099999997574),ZM201800000467,ZM,2018,467,ZM,10,Western,10,Western,GPS,U,-14.357651,23.254025,1054,1052,WGS84,0,746.8503622,321.9698155
Point (25.88020200000005389 -17.83248199999997041),ZM201800000468,ZM,2018,468,ZM,9,Southern,9,Southern,GPS,U,-17.832482,25.880202,939,934,WGS84,0,654.3950819,82.25284571
Point (28.73742000000004282 -9.33296799999993709),ZM201800000470,ZM,2018,470,ZM,4,Luapula,4,Luapula,GPS,U,-9.332968,28.73742,945,948,WGS84,0,677.2845272,70.85853802
Point (22.88633300000003601 -15.14592999999996437),ZM201800000471,ZM,2018,471,ZM,10,Western,10,Western,GPS,R,-15.14593,22.886333,1022,1017,WGS84,0,787.346381,413.8965934
Point (26.4076710000000503 -12.16867899999994052),ZM201800000472,ZM,2018,472,ZM,8,North Western,8,North Western,GPS,U,-12.168679,26.407671,1360,1357,WGS84,5,523.6609134,8.671678498
Point (24.17512300000004188 -14.56053699999995388),ZM201800000473,ZM,2018,473,ZM,10,Western,10,Western,GPS,R,-14.560537,24.175123,616,1082,WGS84,0,672.2196358,283.7083969
Point (32.89766000000003032 -12.47535599999997658),ZM201800000474,ZM,2018,474,ZM,3,Eastern,3,Eastern,GPS,R,-12.475356,32.89766,163,1034,WGS84,2,664.8132143,25.8135341
Point (24.21222500000004629 -13.60421699999994871),ZM201800000475,ZM,2018,475,ZM,8,North Western,8,North Western,GPS,U,-13.604217,24.212225,1099,1106,WGS84,0,664.1479753,190.7384936
Point (28.9353560000000698 -14.69692299999996976),ZM201800000476,ZM,2018,476,ZM,1,Central,1,Central,GPS,R,-14.696923,28.935356,1103,1099,WGS84,0,460.8184826,59.8053236
Point (28.19778100000007726 -12.80330599999996366),ZM201800000477,ZM,2018,477,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.803306,28.197781,706,1248,WGS84,46,450.6407006,1.313479697
Point (27.06096400000006952 -15.01032199999997374),ZM201800000478,ZM,2018,478,ZM,1,Central,1,Central,GPS,U,-15.010322,27.060964,909,1154,WGS84,0,499.4497637,105.6680525
Point (30.17586000000005697 -13.29717699999997649),ZM201800000479,ZM,2018,479,ZM,1,Central,1,Central,GPS,R,-13.297177,30.17586,1043,1361,WGS84,0,495.6270906,88.32336199
Point (31.45747400000004745 -11.60763899999994919),ZM201800000480,ZM,2018,480,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.607639,31.457474,1392,1401,WGS84,0,616.2537366,207.930425
Point (27.03350900000003776 -12.30376799999993409),ZM201800000481,ZM,2018,481,ZM,8,North Western,8,North Western,GPS,R,-12.303768,27.033509,1380,1372,WGS84,0,491.3792655,69.66048542
Point (30.44211300000006304 -12.21070499999996173),ZM201800000482,ZM,2018,482,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.210705,30.442113,671,1175,WGS84,0,539.3562321,192.6927124
Point (32.7482850000000667 -9.31488599999994449),ZM201800000483,ZM,2018,483,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.314886,32.748285,1631,1632,WGS84,0,827.4185099,68.32655457
Point (28.78815900000006422 -15.50099199999993971),ZM201800000484,ZM,2018,484,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.500992,28.788159,1066,1031,WGS84,0,472.2530471,55.6711462
Point (25.69169300000004341 -13.39448399999997719),ZM201800000485,ZM,2018,485,ZM,8,North Western,8,North Western,GPS,R,-13.394484,25.691693,1290,1293,WGS84,0,554.4627727,130.1335045
Point (29.64454200000005812 -11.11676499999992984),ZM201800000486,ZM,2018,486,ZM,4,Luapula,4,Luapula,GPS,R,-11.116765,29.644542,1180,1176,WGS84,0,562.867075,73.82814938
Point (24.82310600000005252 -11.72069699999997283),ZM201800000487,ZM,2018,487,ZM,8,North Western,8,North Western,GPS,R,-11.720697,24.823106,1494,1482,WGS84,0,642.5724882,79.03203233
Point (32.64932600000003049 -13.64592599999997447),ZM201800000488,ZM,2018,488,ZM,3,Eastern,3,Eastern,GPS,U,-13.645926,32.649326,1171,1153,WGS84,0,617.123408,116.7534757
Point (28.4262880000000564 -14.46644699999995964),ZM201800000489,ZM,2018,489,ZM,1,Central,1,Central,GPS,U,-14.466447,28.426288,1182,1186,WGS84,2,457.5735444,1.401225471
Point (23.67410200000006171 -13.86886599999996861),ZM201800000490,ZM,2018,490,ZM,8,North Western,8,North Western,GPS,R,-13.868866,23.674102,1077,1082,WGS84,0,708.9089186,251.3995948
Point (28.77048700000005965 -11.49961099999995895),ZM201800000491,ZM,2018,491,ZM,4,Luapula,4,Luapula,GPS,R,-11.499611,28.770487,1369,1357,WGS84,1,515.0278554,39.8781873
Point (31.71130800000003092 -9.75780399999996462),ZM201800000492,ZM,2018,492,ZM,7,Northern,7,Northern,GPS,R,-9.757804,31.711308,1262,1231,WGS84,0,741.3222529,190.9931397
Point (31.04606200000006311 -9.99082699999996748),ZM201800000493,ZM,2018,493,ZM,7,Northern,7,Northern,GPS,R,-9.990827,31.046062,1363,1336,WGS84,0,693.6985591,237.6858247
Point (26.51060600000005252 -16.32795899999996436),ZM201800000494,ZM,2018,494,ZM,9,Southern,9,Southern,GPS,R,-16.327959,26.510606,1132,1171,WGS84,0,559.0529618,129.0547047
Point (28.63019600000006903 -13.02319699999998193),ZM201800000495,ZM,2018,495,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-13.023197,28.630196,1278,1278,WGS84,21,452.3487266,5.644283347
Point (27.75804700000003322 -15.84541999999993322),ZM201800000496,ZM,2018,496,ZM,9,Southern,9,Southern,GPS,U,-15.84542,27.758047,810,1029,WGS84,5,495.0185413,40.75429113
Point (28.24580700000007027 -15.43193299999995816),ZM201800000497,ZM,2018,497,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.431933,28.245807,1274,1276,WGS84,5,474.8074736,13.0155055
Point (28.6712060000000406 -12.94831699999997454),ZM201800000498,ZM,2018,498,ZM,2,Copperbelt,2,Copperbelt,GPS,U,-12.948317,28.671206,1270,1271,WGS84,13,454.06413,3.543731475
Point (23.00529400000004898 -14.61588499999993473),ZM201800000499,ZM,2018,499,ZM,10,Western,10,Western,GPS,R,-14.615885,23.005294,1028,1031,WGS84,0,770.4954423,361.2410892
Point (32.64078700000004574 -10.16409799999996721),ZM201800000500,ZM,2018,500,ZM,6,Muchinga,6,Muchinga,GPS,U,-10.164098,32.640787,9999,1324,WGS84,0,763.7870386,114.508324
Point (28.71590200000002824 -9.97737399999994068),ZM201800000501,ZM,2018,501,ZM,4,Luapula,4,Luapula,GPS,R,-9.977374,28.715902,956,953,WGS84,0,622.5039039,99.85434493
Point (29.04344900000006646 -9.0384059999999522),ZM201800000502,ZM,2018,502,ZM,4,Luapula,4,Luapula,GAZ,R,-9.038406,29.043449,9999,945,WGS84,0,707.6036732,84.43219668
Point (28.6590420000000563 -10.48997699999995348),ZM201800000503,ZM,2018,503,ZM,4,Luapula,4,Luapula,GPS,R,-10.489977,28.659042,956,947,WGS84,0,581.1934887,55.36644601
Point (25.83326500000003989 -17.8472969999999691),ZM201800000504,ZM,2018,504,ZM,9,Southern,9,Southern,GPS,U,-17.847297,25.833265,929,938,WGS84,0,657.9100098,84.77830114
Point (29.64964400000002342 -8.46119099999992841),ZM201800000505,ZM,2018,505,ZM,7,Northern,7,Northern,GPS,U,-8.461191,29.649644,950,949,WGS84,2,771.296008,49.06726416
Point (27.81793600000003153 -15.76451899999995021),ZM201800000506,ZM,2018,506,ZM,9,Southern,9,Southern,GPS,U,-15.764519,27.817936,985,983,WGS84,6,491.2543742,31.84148814
Point (31.6511040000000321 -11.70583899999996902),ZM201800000507,ZM,2018,507,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.705839,31.651104,1135,1292,WGS84,0,621.9379059,184.3904673
Point (28.68261600000005274 -13.9758059999999773),ZM201800000508,ZM,2018,508,ZM,1,Central,1,Central,GPS,U,-13.975806,28.682616,1270,1270,WGS84,1,453.1361682,49.54193803
Point (28.36694800000003625 -15.30861899999996467),ZM201800000509,ZM,2018,509,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.308619,28.366948,1193,1168,WGS84,3,471.0276115,28.38837176
Point (27.16200300000002699 -16.33842499999997244),ZM201800000510,ZM,2018,510,ZM,9,Southern,9,Southern,GPS,R,-16.338425,27.162003,1064,1066,WGS84,0,529.9949086,92.86404467
Point (31.43952400000006264 -9.26145199999996294),ZM201800000511,ZM,2018,511,ZM,7,Northern,7,Northern,GPS,R,-9.261452,31.439524,1678,1690,WGS84,0,765.3645059,194.0297824
Point (23.09588000000002239 -13.51332299999995712),ZM201800000512,ZM,2018,512,ZM,8,North Western,8,North Western,GPS,R,-13.513323,23.09588,1046,1057,WGS84,0,759.5292083,276.881582
Point (27.88325500000007651 -12.84806699999995772),ZM201800000513,ZM,2018,513,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.848067,27.883255,888,1270,WGS84,39,454.1630435,16.77316201
Point (28.42337200000002895 -13.05606099999994285),ZM201800000514,ZM,2018,514,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-13.056061,28.423372,1259,1250,WGS84,32,449.5491774,9.280863247
Point (25.16762800000003608 -16.78294199999993452),ZM201800000515,ZM,2018,515,ZM,10,Western,10,Western,GPS,R,-16.782942,25.167628,561,981,WGS84,0,654.1804775,208.5962491
Point (23.18136200000003555 -15.3680899999999383),ZM201800000516,ZM,2018,516,ZM,10,Western,10,Western,GPS,R,-15.36809,23.181362,805,1031,WGS84,0,765.8041006,414.8977166
Point (28.28760700000003681 -15.45873799999998255),ZM201800000517,ZM,2018,517,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.458738,28.287607,1286,1281,WGS84,5,474.7685767,9.918952739
Point (32.39339400000005753 -12.08980399999995825),ZM201800000518,ZM,2018,518,ZM,6,Muchinga,6,Muchinga,GPS,R,-12.089804,32.393394,486,602,WGS84,0,647.8495187,94.57532957
Point (28.24214900000004036 -15.37483599999995931),ZM201800000519,ZM,2018,519,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.374836,28.242149,1245,1261,WGS84,5,473.7652328,18.40339108
Point (32.28605900000007978 -9.97868599999992512),ZM201800000520,ZM,2018,520,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.978686,32.286059,1260,1283,WGS84,0,755.89992,151.955549
Point (28.40563700000006975 -14.44235999999995101),ZM201800000521,ZM,2018,521,ZM,1,Central,1,Central,GPS,U,-14.44236,28.405637,1192,1196,WGS84,2,457.4125538,3.86560769
Point (29.42152500000003101 -9.96575399999994715),ZM201800000522,ZM,2018,522,ZM,4,Luapula,4,Luapula,GPS,R,-9.965754,29.421525,1236,1235,WGS84,0,637.6799322,103.2829076
Point (32.63519200000007459 -13.62072499999993624),ZM201800000523,ZM,2018,523,ZM,3,Eastern,3,Eastern,GPS,U,-13.620725,32.635192,899,1126,WGS84,0,616.7246647,114.7082065
Point (29.41822500000006357 -13.86281199999996261),ZM201800000524,ZM,2018,524,ZM,1,Central,1,Central,GPS,R,-13.862812,29.418225,1297,1314,WGS84,2,464.2666247,24.70798658
Point (31.39494100000007393 -14.03018599999995786),ZM201800000525,ZM,2018,525,ZM,3,Eastern,3,Eastern,GPS,R,-14.030186,31.394941,899,901,WGS84,0,539.3026135,215.4897645
Point (23.13686300000006213 -15.27058199999993349),ZM201800000526,ZM,2018,526,ZM,10,Western,10,Western,GPS,U,-15.270582,23.136863,1028,1037,WGS84,0,767.8507354,408.6524688
Point (33.15899400000006381 -13.97831899999994221),ZM201800000527,ZM,2018,527,ZM,3,Eastern,3,Eastern,GPS,R,-13.978319,33.158994,959,1036,WGS84,0,644.6831481,136.801503
Point (27.70786900000007336 -14.79972999999995409),ZM201800000528,ZM,2018,528,ZM,1,Central,1,Central,GPS,R,-14.79973,27.707869,894,1132,WGS84,0,474.0352922,80.00761879
Point (31.77035800000004429 -10.72399299999995037),ZM201800000529,ZM,2018,529,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.723993,31.770358,1063,1345,WGS84,0,680.9619111,223.2065404
Point (32.68204400000007581 -13.54572099999995771),ZM201800000530,ZM,2018,530,ZM,3,Eastern,3,Eastern,GPS,R,-13.545721,32.682044,160,1095,WGS84,0,621.2087663,105.0824038
Point (28.45524300000005269 -14.44231799999994337),ZM201800000531,ZM,2018,531,ZM,1,Central,1,Central,GPS,U,-14.442318,28.455243,924,1203,WGS84,2,457.1531183,2.724936712
Point (28.14420400000005884 -16.17789599999997563),ZM201800000532,ZM,2018,532,ZM,9,Southern,9,Southern,GPS,R,-16.177896,28.144204,1309,1344,WGS84,4,495.1336701,28.12122857
Point (32.76159489954818582 -9.32817193956628898),ZM201800000533,ZM,2018,533,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.32817194,32.7615949,9999,1683,WGS84,0,827.2124834,68.09379886
Point (24.07984700000002931 -16.28844399999996995),ZM201800000534,ZM,2018,534,ZM,10,Western,10,Western,GPS,R,-16.288444,24.079847,1018,1027,WGS84,0,715.6402954,336.7361424
Point (27.38868700000006129 -15.38506499999994048),ZM201800000535,ZM,2018,535,ZM,1,Central,1,Central,GPS,R,-15.385065,27.388687,1008,1010,WGS84,0,495.2468422,57.10605439
Point (25.84703600000005963 -12.31189599999993334),ZM201800000536,ZM,2018,536,ZM,8,North Western,8,North Western,GPS,R,-12.311896,25.847036,1387,1378,WGS84,1,554.0315037,9.577371039
Point (28.09312400000004573 -15.34204399999993029),ZM201800000537,ZM,2018,537,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.342044,28.093124,1188,1193,WGS84,5,475.5240497,21.55389406
Point (27.25930500000004031 -12.94665999999995165),ZM201800000538,ZM,2018,538,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.94666,27.259305,963,1231,WGS84,0,472.5843465,73.62944589
Point (26.50721700000002556 -16.64647499999995262),ZM201800000539,ZM,2018,539,ZM,9,Southern,9,Southern,GPS,R,-16.646475,26.507217,885,1254,WGS84,0,570.0905609,106.6159686
Point (28.34868700000004083 -15.39249299999994491),ZM201800000540,ZM,2018,540,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.392493,28.348687,1269,1268,WGS84,5,472.7742175,19.04843332
Point (28.37006700000006276 -15.41608099999996284),ZM201800000541,ZM,2018,541,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.416081,28.370067,1263,1265,WGS84,4,472.9931687,17.9825801
Point (32.9469550000000595 -11.15045299999997042),ZM201800000542,ZM,2018,542,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.150453,32.946955,660,677,WGS84,0,725.7804609,117.14842
Point (28.29957000000007383 -15.76991799999996147),ZM201800000543,ZM,2018,543,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.769918,28.29957,9999,1086,WGS84,7,481.4773792,14.14704516
Point (30.03949500000004491 -12.87639199999995299),ZM201800000544,ZM,2018,544,ZM,1,Central,1,Central,GPS,R,-12.876392,30.039495,884,1259,WGS84,0,499.6253568,107.0310291
Point (32.60890500000004977 -9.42195399999997107),ZM201800000545,ZM,2018,545,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.421954,32.608905,9999,1394,WGS84,0,812.0138615,87.71105779